1685351366.8235507,-0.0172119140625,0.0374755859375,-0.80084228515625,-0.5975341796875,595,-327,8300,0,0,0,-17,67,-15
1685351366.8265502,-0.0172119140625,0.0374755859375,-0.80084228515625,-0.5975341796875,596,-325,8299,0,0,0,-17,67,-15
1685351366.8315518,-0.0172119140625,0.03741455078125,-0.80084228515625,-0.5975341796875,595,-330,8294,0,0,0,-17,67,-15
1685351366.83655,-0.0172119140625,0.0374755859375,-0.80084228515625,-0.5975341796875,590,-327,8294,0,-1,0,-17,67,-15
1685351366.8415515,-0.01715087890625,0.03741455078125,-0.80084228515625,-0.5975341796875,588,-334,8294,0,-1,-1,-17,67,-15
1685351366.846333,-0.01715087890625,0.03741455078125,-0.80084228515625,-0.5975341796875,586,-334,8291,0,-1,0,-17,67,-15
1685351366.8515875,-0.01715087890625,0.03741455078125,-0.80084228515625,-0.5975341796875,587,-333,8296,-1,0,0,-17,67,-15
1685351366.856522,-0.01715087890625,0.03741455078125,-0.80084228515625,-0.5975341796875,591,-332,8294,0,0,0,-17,67,-15
1685351366.8614755,-0.01715087890625,0.03741455078125,-0.80084228515625,-0.5975341796875,593,-329,8294,0,0,0,-17,67,-15
1685351366.866743,-0.01715087890625,0.03741455078125,-0.80084228515625,-0.5975341796875,592,-334,8288,0,0,0,-17,67,-15
1685351366.8718038,-0.01715087890625,0.03741455078125,-0.80084228515625,-0.5975341796875,588,-337,8298,0,0,0,-17,67,-15
1685351366.877295,-0.01715087890625,0.03741455078125,-0.80084228515625,-0.5975341796875,588,-336,8297,0,-1,0,-17,67,-15
1685351366.8813858,-0.01715087890625,0.03741455078125,-0.80084228515625,-0.5975341796875,594,-331,8297,-1,-1,0,-17,67,-15
1685351366.8863964,-0.01715087890625,0.03741455078125,-0.80084228515625,-0.5975341796875,594,-333,8291,0,-1,0,-17,67,-15
1685351366.891387,-0.01715087890625,0.03741455078125,-0.80084228515625,-0.5975341796875,595,-333,8301,0,-1,0,-17,67,-15
1685351366.8968349,-0.01715087890625,0.03741455078125,-0.80084228515625,-0.5975341796875,592,-327,8294,-1,0,0,-17,67,-15
1685351366.9022946,-0.01715087890625,0.03741455078125,-0.80084228515625,-0.5975341796875,593,-330,8288,0,-1,0,-17,67,-15
1685351366.9062948,-0.01715087890625,0.03741455078125,-0.80084228515625,-0.59747314453125,593,-329,8292,0,-1,0,-16,69,-14
1685351366.9123163,-0.01715087890625,0.03741455078125,-0.80084228515625,-0.59747314453125,590,-331,8293,-1,-1,0,-16,69,-14
1685351366.9162972,-0.01715087890625,0.03741455078125,-0.80084228515625,-0.59747314453125,589,-333,8298,-1,0,0,-16,69,-14
1685351366.9212961,-0.01715087890625,0.03741455078125,-0.80084228515625,-0.59747314453125,592,-335,8295,0,0,0,-16,69,-14
1685351366.9282973,-0.01715087890625,0.03741455078125,-0.80084228515625,-0.59747314453125,588,-332,8298,0,0,0,-16,69,-14
1685351366.9327483,-0.01715087890625,0.03741455078125,-0.80084228515625,-0.59747314453125,589,-331,8292,0,-1,0,-16,69,-14
1685351366.9376564,-0.01715087890625,0.03741455078125,-0.80084228515625,-0.59747314453125,586,-327,8283,0,-1,0,-16,69,-14
1685351366.9426603,-0.01715087890625,0.03741455078125,-0.80084228515625,-0.5975341796875,587,-323,8285,-1,-1,-1,-16,69,-14
1685351366.9476562,-0.01715087890625,0.03741455078125,-0.80084228515625,-0.5975341796875,592,-325,8289,-1,-1,0,-16,69,-14
1685351366.951705,-0.01715087890625,0.03741455078125,-0.80084228515625,-0.5975341796875,592,-328,8293,-1,-1,0,-16,69,-14
1685351366.9586568,-0.01715087890625,0.03741455078125,-0.80084228515625,-0.5975341796875,591,-333,8300,-1,-1,0,-16,69,-14
1685351366.964658,-0.01708984375,0.03741455078125,-0.80084228515625,-0.59747314453125,590,-333,8304,-1,-1,0,-16,69,-14
1685351366.9687543,-0.01708984375,0.03741455078125,-0.80084228515625,-0.59747314453125,583,-338,8290,-1,0,0,-16,69,-14
1685351366.9746566,-0.01708984375,0.03741455078125,-0.80084228515625,-0.59747314453125,590,-331,8282,-1,-1,0,-16,69,-14
1685351366.9806678,-0.01708984375,0.03741455078125,-0.80084228515625,-0.59747314453125,594,-322,8294,-1,-1,0,-16,69,-14
1685351366.9856684,-0.01715087890625,0.03741455078125,-0.80084228515625,-0.59747314453125,595,-327,8296,0,-1,0,-16,69,-14
1685351366.991666,-0.01708984375,0.03741455078125,-0.80084228515625,-0.59747314453125,593,-328,8296,-1,-1,0,-16,69,-14
1685351366.9974637,-0.01708984375,0.03741455078125,-0.80084228515625,-0.59747314453125,594,-331,8304,-1,-1,-1,-16,69,-14
1685351367.003466,-0.01708984375,0.03741455078125,-0.80084228515625,-0.59747314453125,597,-333,8305,0,-1,-1,-16,69,-14
